pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
61,Northwest Territories,2022-04-19,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-19,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-19,82259472,2022-04-19,32518249,30680319,18081409,397034,1
59,British Columbia,2022-04-20,11541484,2022-04-09,4501484,4346242,2693758,,0
48,Alberta,2022-04-20,8664335,2022-04-18,3586472,3385976,1638454,,1
47,Saskatchewan,2022-04-20,2394996,2022-04-09,965031,899829,451254,,0
46,Manitoba,2022-04-20,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-20,31842731,2022-04-19,12304223,11850367,7259608,428437,1
24,Quebec,2022-04-20,19171992,2022-04-19,7305141,6999510,4368983,,1
13,New Brunswick,2022-04-20,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-20,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-20,375687,2022-04-17,150040,143741,81338,,0
10,Newfoundland and Labrador,2022-04-20,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-20,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-20,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-20,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-20,82374451,2022-04-20,32522725,30690488,18097663,428443,1
59,British Columbia,2022-04-21,11571091,2022-04-16,4503661,4351124,2716306,,1
48,Alberta,2022-04-21,8664335,2022-04-18,3586472,3385976,1638454,,0
47,Saskatchewan,2022-04-21,2405480,2022-04-16,972585,911702,491475,,1
46,Manitoba,2022-04-21,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-21,31878082,2022-04-20,12305217,11851727,7263790,457249,1
24,Quebec,2022-04-21,19215824,2022-04-20,7305141,6999510,4372486,,1
13,New Brunswick,2022-04-21,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-21,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-21,375687,2022-04-17,150040,143741,81338,,0
10,Newfoundland and Labrador,2022-04-21,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-21,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-21,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-21,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-21,82493725,2022-04-21,32533450,30708603,18168117,457255,1
59,British Columbia,2022-04-22,11571091,2022-04-16,4503661,4351124,2716306,,0
48,Alberta,2022-04-22,8664335,2022-04-18,3586472,3385976,1638454,,0
47,Saskatchewan,2022-04-22,2405480,2022-04-16,972585,911702,491475,,0
46,Manitoba,2022-04-22,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-22,31912464,2022-04-21,12306193,11853380,7268461,484324,1
24,Quebec,2022-04-22,19257081,2022-04-21,7306587,7002762,4375989,,1
13,New Brunswick,2022-04-22,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-22,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-22,375687,2022-04-17,150040,143741,81338,,0
10,Newfoundland and Labrador,2022-04-22,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-22,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-22,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-22,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-22,82569364,2022-04-22,32535872,30713508,18176291,484330,1
59,British Columbia,2022-04-23,11571091,2022-04-16,4503661,4351124,2716306,,0
48,Alberta,2022-04-23,8664335,2022-04-18,3586472,3385976,1638454,,0
47,Saskatchewan,2022-04-23,2405480,2022-04-16,972585,911702,491475,,0
46,Manitoba,2022-04-23,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-23,31933121,2022-04-22,12307201,11855217,7272205,498392,1
24,Quebec,2022-04-23,19257081,2022-04-21,7306587,7002762,4375989,,0
13,New Brunswick,2022-04-23,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-23,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-23,375687,2022-04-17,150040,143741,81338,,0
10,Newfoundland and Labrador,2022-04-23,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-23,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-23,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-23,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-23,82590021,2022-04-23,32536880,30715345,18180035,498398,1
59,British Columbia,2022-04-24,11571091,2022-04-16,4503661,4351124,2716306,,0
48,Alberta,2022-04-24,8664335,2022-04-18,3586472,3385976,1638454,,0
47,Saskatchewan,2022-04-24,2405480,2022-04-16,972585,911702,491475,,0
46,Manitoba,2022-04-24,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-24,31941316,2022-04-23,12307646,11855872,7273888,503804,1
24,Quebec,2022-04-24,19257081,2022-04-21,7306587,7002762,4375989,,0
13,New Brunswick,2022-04-24,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-24,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-24,375687,2022-04-17,150040,143741,81338,,0
10,Newfoundland and Labrador,2022-04-24,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-24,94965,2022-04-24,37745,36691,20251,278,1
61,Northwest Territories,2022-04-24,100782,2022-04-24,41000,39515,19898,,1
62,Nunavut,2022-04-24,77998,2022-04-24,32455,29809,15622,,1
1,Canada,2022-04-24,82599483,2022-04-24,32537416,30716297,18182028,504082,1
59,British Columbia,2022-04-25,11571091,2022-04-16,4503661,4351124,2716306,,0
48,Alberta,2022-04-25,8664335,2022-04-18,3586472,3385976,1638454,,0
47,Saskatchewan,2022-04-25,2405480,2022-04-16,972585,911702,491475,,0
46,Manitoba,2022-04-25,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-25,31965731,2022-04-24,12308364,11856772,7276975,523512,1
24,Quebec,2022-04-25,19333940,2022-04-24,7306587,7002762,4383617,,1
13,New Brunswick,2022-04-25,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-25,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-25,375687,2022-04-17,150040,143741,81338,,0
10,Newfoundland and Labrador,2022-04-25,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-25,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-04-25,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-04-25,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-04-25,82700757,2022-04-25,32538134,30717197,18192743,523790,1
59,British Columbia,2022-04-26,11571091,2022-04-16,4503661,4351124,2716306,,0
48,Alberta,2022-04-26,8664335,2022-04-18,3586472,3385976,1638454,,0
47,Saskatchewan,2022-04-26,2405480,2022-04-16,972585,911702,491475,,0
46,Manitoba,2022-04-26,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-26,31999154,2022-04-25,12309298,11858019,7280877,550851,1
24,Quebec,2022-04-26,19362099,2022-04-25,7306587,7002762,4386379,,1
13,New Brunswick,2022-04-26,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-26,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-26,376855,2022-04-24,150078,143804,81616,,1
10,Newfoundland and Labrador,2022-04-26,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-26,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-04-26,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-04-26,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-04-26,82763507,2022-04-26,32539106,30718507,18199685,551129,1
59,British Columbia,2022-04-27,11571091,2022-04-16,4503661,4351124,2716306,,0
48,Alberta,2022-04-27,8698772,2022-04-25,3588396,3389176,1646253,,1
47,Saskatchewan,2022-04-27,2405480,2022-04-16,972585,911702,491475,,0
46,Manitoba,2022-04-27,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-27,32031837,2022-04-26,12310208,11859380,7284775,577357,1
24,Quebec,2022-04-27,19393611,2022-04-26,7306587,7002762,4388983,,1
13,New Brunswick,2022-04-27,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-27,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-27,376855,2022-04-24,150078,143804,81616,,0
10,Newfoundland and Labrador,2022-04-27,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-27,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-04-27,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-04-27,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-04-27,82862139,2022-04-27,32541940,30723068,18213986,577635,1
59,British Columbia,2022-04-28,11605045,2022-04-23,4505806,4355573,2743666,,1
48,Alberta,2022-04-28,8698772,2022-04-25,3588396,3389176,1646253,,0
47,Saskatchewan,2022-04-28,2421490,2022-04-23,972921,912271,493272,,1
46,Manitoba,2022-04-28,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-28,32063745,2022-04-27,12311290,11860674,7288664,602994,1
24,Quebec,2022-04-28,19427024,2022-04-27,7306587,7002762,4391360,,1
13,New Brunswick,2022-04-28,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-28,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-28,376855,2022-04-24,150078,143804,81616,,0
10,Newfoundland and Labrador,2022-04-28,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-28,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-04-28,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-04-28,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-04-28,82977424,2022-04-28,32545503,30729380,18249409,603272,1
59,British Columbia,2022-04-29,11605045,2022-04-23,4505806,4355573,2743666,,0
48,Alberta,2022-04-29,8698772,2022-04-25,3588396,3389176,1646253,,0
47,Saskatchewan,2022-04-29,2421490,2022-04-23,972921,912271,493272,,0
46,Manitoba,2022-04-29,2844095,2022-04-24,1511574,973222,357556,,1
35,Ontario,2022-04-29,32093868,2022-04-28,12312190,11862144,7292631,626775,1
24,Quebec,2022-04-29,19461432,2022-04-28,7308234,7006738,4394250,,1
13,New Brunswick,2022-04-29,1747563,2022-04-24,698684,659170,389709,,1
12,Nova Scotia,2022-04-29,2273131,2022-04-24,899803,852534,519856,,1
11,Prince Edward Island,2022-04-29,376855,2022-04-24,150078,143804,81616,,0
10,Newfoundland and Labrador,2022-04-29,1265597,2022-04-24,491827,478598,292390,,1
60,Yukon,2022-04-29,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-04-29,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-04-29,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-04-29,83061593,2022-04-29,32550713,30739245,18266970,627053,1
59,British Columbia,2022-04-30,11605045,2022-04-23,4505806,4355573,2743666,,0
48,Alberta,2022-04-30,8698772,2022-04-25,3588396,3389176,1646253,,0
47,Saskatchewan,2022-04-30,2421490,2022-04-23,972921,912271,493272,,0
46,Manitoba,2022-04-30,2844095,2022-04-24,1511574,973222,357556,,0
35,Ontario,2022-04-30,32110515,2022-04-29,12312947,11863678,7295580,638180,1
24,Quebec,2022-04-30,19461432,2022-04-28,7308234,7006738,4394250,,0
13,New Brunswick,2022-04-30,1747563,2022-04-24,698684,659170,389709,,0
12,Nova Scotia,2022-04-30,2273131,2022-04-24,899803,852534,519856,,0
11,Prince Edward Island,2022-04-30,376855,2022-04-24,150078,143804,81616,,0
10,Newfoundland and Labrador,2022-04-30,1265597,2022-04-24,491827,478598,292390,,0
60,Yukon,2022-04-30,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-04-30,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-04-30,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-04-30,83078240,2022-04-30,32551470,30740779,18269919,638458,1
59,British Columbia,2022-05-01,11605045,2022-04-23,4505806,4355573,2743666,,0
48,Alberta,2022-05-01,8698772,2022-04-25,3588396,3389176,1646253,,0
47,Saskatchewan,2022-05-01,2421490,2022-04-23,972921,912271,493272,,0
46,Manitoba,2022-05-01,2844095,2022-04-24,1511574,973222,357556,,0
35,Ontario,2022-05-01,32116391,2022-04-30,12313247,11864184,7296663,642167,1
24,Quebec,2022-05-01,19461432,2022-04-28,7308234,7006738,4394250,,0
13,New Brunswick,2022-05-01,1747563,2022-04-24,698684,659170,389709,,0
12,Nova Scotia,2022-05-01,2273131,2022-04-24,899803,852534,519856,,0
11,Prince Edward Island,2022-05-01,376855,2022-04-24,150078,143804,81616,,0
10,Newfoundland and Labrador,2022-05-01,1265597,2022-04-24,491827,478598,292390,,0
60,Yukon,2022-05-01,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-05-01,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-05-01,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-05-01,83084116,2022-05-01,32551770,30741285,18271002,642445,1
59,British Columbia,2022-05-02,11605045,2022-04-23,4505806,4355573,2743666,,0
48,Alberta,2022-05-02,8698772,2022-04-25,3588396,3389176,1646253,,0
47,Saskatchewan,2022-05-02,2421490,2022-04-23,972921,912271,493272,,0
46,Manitoba,2022-05-02,2844095,2022-04-24,1511574,973222,357556,,0
35,Ontario,2022-05-02,32137184,2022-05-01,12313822,11864952,7298986,659290,1
24,Quebec,2022-05-02,19524828,2022-05-01,7308234,7006738,4400931,,1
13,New Brunswick,2022-05-02,1747563,2022-04-24,698684,659170,389709,,0
12,Nova Scotia,2022-05-02,2273131,2022-04-24,899803,852534,519856,,0
11,Prince Edward Island,2022-05-02,376855,2022-04-24,150078,143804,81616,,0
10,Newfoundland and Labrador,2022-05-02,1265597,2022-04-24,491827,478598,292390,,0
60,Yukon,2022-05-02,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-05-02,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-05-02,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-05-02,83168305,2022-05-02,32552345,30742053,18280006,659568,1
59,British Columbia,2022-05-03,11605045,2022-04-23,4505806,4355573,2743666,,0
48,Alberta,2022-05-03,8698772,2022-04-25,3588396,3389176,1646253,,0
47,Saskatchewan,2022-05-03,2421490,2022-04-23,972921,912271,493272,,0
46,Manitoba,2022-05-03,2844095,2022-04-24,1511574,973222,357556,,0
35,Ontario,2022-05-03,32166504,2022-05-02,12314609,11866004,7302264,683480,1
24,Quebec,2022-05-03,19538360,2022-05-02,7308234,7006738,4402218,,1
13,New Brunswick,2022-05-03,1747563,2022-04-24,698684,659170,389709,,0
12,Nova Scotia,2022-05-03,2273131,2022-04-24,899803,852534,519856,,0
11,Prince Edward Island,2022-05-03,378536,2022-05-01,150131,143973,81932,,1
10,Newfoundland and Labrador,2022-05-03,1265597,2022-04-24,491827,478598,292390,,0
60,Yukon,2022-05-03,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-05-03,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-05-03,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-05-03,83212838,2022-05-03,32553185,30743274,18284887,683758,1
59,British Columbia,2022-05-04,11605045,2022-04-23,4505806,4355573,2743666,,0
48,Alberta,2022-05-04,8741621,2022-05-02,3590613,3392584,1658116,,1
47,Saskatchewan,2022-05-04,2421490,2022-04-23,972921,912271,493272,,0
46,Manitoba,2022-05-04,2844095,2022-04-24,1511574,973222,357556,,0
35,Ontario,2022-05-04,32195459,2022-05-03,12315466,11867101,7305333,707408,1
24,Quebec,2022-05-04,19558471,2022-05-03,7308234,7006738,4404268,,1
13,New Brunswick,2022-05-04,1747563,2022-04-24,698684,659170,389709,,0
12,Nova Scotia,2022-05-04,2273131,2022-04-24,899803,852534,519856,,0
11,Prince Edward Island,2022-05-04,378536,2022-05-01,150131,143973,81932,,0
10,Newfoundland and Labrador,2022-05-04,1265597,2022-04-24,491827,478598,292390,,0
60,Yukon,2022-05-04,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-05-04,100782,2022-04-24,41000,39515,19898,,0
62,Nunavut,2022-05-04,77998,2022-04-24,32455,29809,15622,,0
1,Canada,2022-05-04,83304753,2022-05-04,32556259,30747779,18301869,707686,1
59,British Columbia,2022-05-05,11637908,2022-04-30,4507978,4359500,2721848,48479,1
48,Alberta,2022-05-05,8741621,2022-05-02,3590613,3392584,1658116,100308,0
47,Saskatchewan,2022-05-05,2447113,2022-04-30,973244,912817,495206,65350,1
46,Manitoba,2022-05-05,2844095,2022-04-24,"1,511,574","973,222","357,556",1743,0
35,Ontario,2022-05-05,32224439,2022-05-04,12316594,11868335,7308276,731073,1
24,Quebec,2022-05-05,19580439,2022-05-04,7308234,7006738,4406259,,1
13,New Brunswick,2022-05-05,1756834,2022-04-24,699157,660028,390598,7046,0
12,Nova Scotia,2022-05-05,2273131,2022-04-24,899803,852534,519856,938,0
11,Prince Edward Island,2022-05-05,378536,2022-05-01,150131,143973,81932,,0
10,Newfoundland and Labrador,2022-05-05,1265597,2022-04-24,491827,478598,292390,2782,0
60,Yukon,2022-05-05,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-05-05,100782,2022-04-24,41000,39515,19898,369,0
62,Nunavut,2022-05-05,77998,2022-04-24,32455,29809,15622,112,0
1,Canada,2022-05-05,83423458,2022-05-05,32560355,30754344,18287808,958478,1
59,British Columbia,2022-05-06,11637908,2022-04-30,4507978,4359500,2721848,48479,0
48,Alberta,2022-05-06,8741621,2022-05-02,3590613,3392584,1658116,100308,0
47,Saskatchewan,2022-05-06,2447113,2022-04-30,973244,912817,495206,65350,0
46,Manitoba,2022-05-06,2844095,2022-04-24,"1,511,574","973,222","357,556",1743,0
35,Ontario,2022-05-06,32252807,2022-05-05,12317445,11869539,7311344,754307,1
24,Quebec,2022-05-06,19608502,2022-05-05,7309876,7010208,4408780,,1
13,New Brunswick,2022-05-06,1756834,2022-04-24,699157,660028,390598,7046,0
12,Nova Scotia,2022-05-06,2273131,2022-04-24,899803,852534,519856,938,0
11,Prince Edward Island,2022-05-06,378536,2022-05-01,150131,143973,81932,,0
10,Newfoundland and Labrador,2022-05-06,1265597,2022-04-24,491827,478598,292390,2782,0
60,Yukon,2022-05-06,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-05-06,100782,2022-04-24,41000,39515,19898,369,0
62,Nunavut,2022-05-06,77998,2022-04-24,32455,29809,15622,112,0
1,Canada,2022-05-06,83479889,2022-05-06,32562848,30759018,18293397,981712,1
59,British Columbia,2022-05-07,11637908,2022-04-30,4507978,4359500,2721848,48479,0
48,Alberta,2022-05-07,8741621,2022-05-02,3590613,3392584,1658116,100308,0
47,Saskatchewan,2022-05-07,2447113,2022-04-30,973244,912817,495206,65350,0
46,Manitoba,2022-05-07,2844095,2022-04-24,"1,511,574","973,222","357,556",1743,0
35,Ontario,2022-05-07,32268714,2022-05-06,12318330,11870799,7313635,765772,1
24,Quebec,2022-05-07,19608502,2022-05-05,7309876,7010208,4408780,,0
13,New Brunswick,2022-05-07,1756834,2022-04-24,699157,660028,390598,7046,0
12,Nova Scotia,2022-05-07,2273131,2022-04-24,899803,852534,519856,938,0
11,Prince Edward Island,2022-05-07,378536,2022-05-01,150131,143973,81932,,0
10,Newfoundland and Labrador,2022-05-07,1265597,2022-04-24,491827,478598,292390,2782,0
60,Yukon,2022-05-07,94965,2022-04-24,37745,36691,20251,278,0
61,Northwest Territories,2022-05-07,100782,2022-04-24,41000,39515,19898,369,0
62,Nunavut,2022-05-07,77998,2022-04-24,32455,29809,15622,112,0
1,Canada,2022-05-07,83495796,2022-05-07,32563733,30760278,18295688,993177,1
59,British Columbia,2022-05-08,11637908,2022-04-30,4507978,4359500,2721848,48479,0
48,Alberta,2022-05-08,8741621,2022-05-02,3590613,3392584,1658116,100308,0
47,Saskatchewan,2022-05-08,2447113,2022-04-30,973244,912817,495206,65350,0
46,Manitoba,2022-05-08,2844095,2022-04-24,"1,511,574","973,222","357,556",1743,0
35,Ontario,2022-05-08,32274584,2022-05-07,12318621,11871258,7314569,769958,1
24,Quebec,2022-05-08,19608502,2022-05-05,7309876,7010208,4408780,,0
13,New Brunswick,2022-05-08,1756834,2022-04-24,699157,660028,390598,7046,0
12,Nova Scotia,2022-05-08,2273131,2022-04-24,899803,852534,519856,938,0
11,Prince Edward Island,2022-05-08,378536,2022-05-01,150131,143973,81932,,0
10,Newfoundland and Labrador,2022-05-08,1265597,2022-04-24,491827,478598,292390,2782,0
60,Yukon,2022-05-08,95717,2022-05-08,37780,36755,20414,768,1
61,Northwest Territories,2022-05-08,101146,2022-05-08,41018,39563,20010,555,1
62,Nunavut,2022-05-08,78522,2022-05-08,32492,29911,15732,387,1
1,Canada,2022-05-08,83503306,2022-05-08,32564114,30760951,18297007,998314,1
59,British Columbia,2022-05-09,11637908,2022-04-30,4507978,4359500,2721848,48479,0
48,Alberta,2022-05-09,8741621,2022-05-02,3590613,3392584,1658116,100308,0
47,Saskatchewan,2022-05-09,2447113,2022-04-30,973244,912817,495206,65350,0
